ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
38020	"ENSG00000096384.15"	"HSP90AB1"	chr6	+	44216264	44216513	44214823	44214932	44217113	44217320	38020	6805,6236	82,83	1299,1358	1,2	197	99	2.19397675094e-06	0.000748865106468	0.977,0.974	0.998,0.997	-0.022
52288	"ENSG00000072682.14"	"P4HA2"	chr5	-	131543400	131543577	131539774	131539845	131544830	131545024	52288	166,121	30,25	53,67	0,0	197	99	2.22755666102e-06	0.000753990803811	0.735,0.709	1.0,1.0	-0.278
20562	"ENSG00000073578.12"	"SDHA"	chr5	+	225533	225677	224474	224636	225997	226162	20562	1549,871	2,51	1232,983	4,5	197	99	2.28168607819e-06	0.000765929959702	0.997,0.896	0.994,0.99	-0.045
3202	"ENSG00000147140.11"	"NONO"	chrX	+	70504251	70504303	70503502	70503571	70510478	70510641	3202	265,287	30,33	59,36	23,14	150	99	2.32547850387e-06	0.000774231851395	0.854,0.852	0.629,0.629	0.224
63445	"ENSG00000067064.6"	"IDI1"	chr10	-	1089938	1090111	1089240	1089333	1094803	1095110	63445	321,827	49,33	436,417	127,86	197	99	2.39003932911e-06	0.0007892570526	0.767,0.926	0.633,0.709	0.175
58086	"ENSG00000132424.10"	"PNISR"	chr6	-	99851704	99851857	99850415	99850586	99852478	99852578	58086	94,89	43,23	31,24	39,36	197	99	2.58409862619e-06	0.000846459016118	0.523,0.66	0.285,0.251	0.324
69820	"ENSG00000103121.4"	"CMC2"	chr16	-	81030918	81031034	81009956	81010076	81040338	81040459	69820	210,192	0,0	180,147	13,7	197	99	2.6653574331e-06	0.000866091905741	1.0,1.0	0.874,0.913	0.107
2051	"ENSG00000155363.14"	"MOV10"	chr1	+	113242079	113242234	113241336	113241411	113242306	113242383	2051	25,4	109,43	41,23	53,39	197	99	2.69024527955e-06	0.000867241133054	0.103,0.045	0.28,0.229	-0.18
40296	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387671	86387750	86387141	86387210	86387853	86387906	40296	816,1522	0,3	1617,1383	27,21	177	99	2.71958140119e-06	0.000869794939792	1.0,0.996	0.971,0.974	0.026
3327	"ENSG00000117868.11"	"ESYT2"	chr7	-	158545471	158545534	158542339	158542414	158552176	158552272	3327	215,191	240,215	87,72	214,155	161	99	2.7438393404e-06	0.00087069739319	0.355,0.353	0.2,0.222	0.143
60862	"ENSG00000175449.9"	"RFESD"	chr5	+	94988887	94988918	94987840	94988035	94989764	94989940	60862	0,0	160,12	5,9	30,53	129	99	2.92816728709e-06	0.000921986812923	0.0,0.0	0.113,0.115	-0.114
31042	"ENSG00000180879.9"	"SSR4"	chrX	+	153061117	153061259	153060133	153060209	153061888	153062007	31042	14,65	1113,598	16,9	998,726	197	99	2.95718638166e-06	0.000923961511156	0.006,0.052	0.008,0.006	0.022
12041	"ENSG00000121691.4"	"CAT"	chr11	+	34479322	34479394	34478211	34478364	34482797	34482936	12041	13,24	451,165	7,3	476,359	170	99	3.03376875221e-06	0.000940653581506	0.017,0.078	0.008,0.005	0.041
18965	"ENSG00000100528.7"	"CNIH1"	chr14	-	54898825	54898938	54896875	54897122	54903086	54903155	18965	479,599	8,4	383,293	21,15	197	99	3.13637129878e-06	0.000965099465256	0.968,0.987	0.902,0.908	0.073
62335	"ENSG00000160310.12"	"PRMT2"	chr21	+	48056350	48056459	48055078	48055675	48056807	48056902	62335	120,0	193,158	90,77	112,86	197	99	3.76156813187e-06	0.00114877725098	0.238,0.0	0.288,0.31	-0.18
25813	"ENSG00000135046.9"	"ANXA1"	chr9	+	75773437	75773517	75766672	75766840	75773610	75773719	25813	931,564	1,26	1248,1082	3,1	178	99	3.91856324755e-06	0.00118779255216	0.998,0.923	0.996,0.998	-0.036
19072	"ENSG00000126787.8"	"DLGAP5"	chr14	-	55615311	55615402	55614829	55615191	55617516	55617566	19072	65,32	287,315	95,57	234,184	189	99	4.08903560767e-06	0.00123028480231	0.106,0.051	0.175,0.14	-0.079
41242	"ENSG00000255717.2"	"SNHG1"	chr11	-	62622359	62622410	62621990	62622023	62622604	62622708	41242	153,484	0,59	627,455	135,120	149	99	4.16594259955e-06	0.00124420776845	1.0,0.845	0.755,0.716	0.187
39856	"ENSG00000157193.10"	"LRP8"	chr1	-	53723680	53723746	53722914	53723136	53723990	53724072	39856	63,24	144,82	18,15	151,115	164	99	4.24841822166e-06	0.00125957847684	0.209,0.15	0.067,0.073	0.109
15268	"ENSG00000110660.10"	"SLC35F2"	chr11	-	107676094	107676241	107673726	107673881	107677442	107677602	15268	65,38	40,28	20,24	1,1	197	99	4.92907471661e-06	0.00145079099159	0.45,0.405	0.91,0.923	-0.489
55464	"ENSG00000115310.13"	"RTN4"	chr2	-	55200956	55201003	55200698	55200757	55209650	55209789	55464	625,326	10,0	972,692	51,27	145	99	5.06756024454e-06	0.00148082130944	0.977,1.0	0.929,0.946	0.051
19431	"ENSG00000115484.10"	"CCT4"	chr2	-	62115158	62115392	62112154	62112207	62115515	62115748	19431	35,23	319,393	54,33	239,176	197	99	5.15752768404e-06	0.00149634613907	0.052,0.029	0.102,0.086	-0.053
13582	"ENSG00000150779.7"	"TIMM8B"	chr11	-	111956690	111957034	111955872	111956186	111957363	111957446	13582	77,47	198,292	88,69	134,127	197	99	5.24864638096e-06	0.00151198240214	0.163,0.075	0.248,0.214	-0.112
61010	"ENSG00000112972.10"	"HMGCS1"	chr5	-	43298110	43298236	43297103	43297268	43298619	43299077	61010	466,167	2,0	1123,980	50,33	197	99	5.31897012612e-06	0.00152145020129	0.992,1.0	0.919,0.937	0.068
58137	"ENSG00000127483.13"	"HP1BP3"	chr1	-	21106837	21106981	21106304	21106404	21113687	21113805	58137	372,279	9,5	71,91	8,11	197	99	5.51846120977e-06	0.00155658928763	0.954,0.966	0.817,0.806	0.148
66737	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11142744	11142825	11141138	11141295	11147504	11147648	66737	159,196	0,0	106,88	10,4	179	99	5.4974750836e-06	0.00155658928763	1.0,1.0	0.854,0.924	0.111
68819	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179042546	179042596	179041181	179041960	179043126	179043219	68819	2158,1536	64,24	1622,1297	85,63	148	99	5.77125273948e-06	0.00161666719843	0.958,0.977	0.927,0.932	0.038
58088	"ENSG00000132424.10"	"PNISR"	chr6	-	99851704	99851758	99850415	99850586	99852478	99852578	58088	120,130	82,52	88,71	138,93	152	99	5.95437939621e-06	0.00165654097476	0.488,0.62	0.293,0.332	0.242
69761	"ENSG00000111011.13"	"RSRC2"	chr12	-	123005050	123005128	123003385	123003576	123005931	123005975	69761	32,56	165,195	18,12	208,158	176	99	7.1788231939e-06	0.00198360163599	0.098,0.139	0.046,0.041	0.075
54183	"ENSG00000067066.12"	"SP100"	chr2	+	231282305	231282380	231280980	231281043	231307651	231307814	54183	102,114	5,2	68,45	16,9	173	99	7.33204853143e-06	0.00201225099493	0.921,0.97	0.709,0.741	0.221
11605	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48814647	48814840	48814320	48814387	48817666	48817706	11605	84,19	123,200	127,89	119,87	197	99	8.11869389161e-06	0.00221318864758	0.256,0.046	0.349,0.34	-0.194
27203	"ENSG00000106034.13"	"CPED1"	chr7	+	120768435	120768540	120767143	120767311	120770178	120770348	27203	1085,539	1,38	556,599	1,1	197	99	8.41976337618e-06	0.00227995965876	0.998,0.877	0.996,0.997	-0.059
32366	"ENSG00000228463.4"	"AP006222.2"	chr1	-	231300	231385	227894	228776	237053	237955	32366	15,42	7,25	15,10	38,25	183	99	9.02524892199e-06	0.00242773219015	0.537,0.476	0.176,0.178	0.329
32030	"ENSG00000105383.10"	"CD33"	chr19	+	51728726	51728854	51728353	51728411	51729058	51729337	32030	33,0	39,118	35,32	26,24	197	99	9.25749893388e-06	0.00247382297169	0.298,0.0	0.404,0.401	-0.254
8637	"ENSG00000197111.11"	"PCBP2"	chr12	+	53861588	53861627	53861004	53861077	53862560	53862616	8637	1367,1579	229,46	1461,1111	291,196	137	99	9.97666865288e-06	0.00264857730289	0.812,0.961	0.784,0.804	0.093
24474	"ENSG00000023191.12"	"RNH1"	chr11	-	504823	505022	502061	502181	506608	506821	24474	51,16	0,0	14,20	7,8	197	99	1.16019278732e-05	0.00306004614515	1.0,1.0	0.501,0.557	0.471
18114	"ENSG00000142227.6"	"EMP3"	chr19	+	48829247	48829310	48828837	48828867	48830086	48830179	18114	14,57	829,763	11,6	737,591	161	99	1.2258267348e-05	0.00321229872994	0.01,0.044	0.009,0.006	0.019
13397	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29684775	29682911	29683123	29688125	29688158	13397	54,487	1,34	294,330	3,3	197	99	1.27106902643e-05	0.00330950523818	0.964,0.878	0.98,0.982	-0.06
26721	"ENSG00000205581.6"	"HMGN1"	chr21	-	40717755	40717884	40717064	40717200	40720217	40720265	26721	183,349	2991,1954	158,106	2411,1841	197	99	1.29251732462e-05	0.00334391520327	0.03,0.082	0.032,0.028	0.026
58267	"ENSG00000128609.10"	"NDUFA5"	chr7	-	123186711	123186871	123185664	123185730	123190523	123190640	58267	13,51	691,374	11,10	581,504	197	99	1.35233444072e-05	0.0034765266021	0.009,0.064	0.009,0.01	0.027
61014	"ENSG00000112972.10"	"HMGCS1"	chr5	-	43307867	43307926	43298619	43299077	43313457	43313595	61014	257,74	79,16	486,430	300,244	157	99	1.37081718181e-05	0.00350187750256	0.672,0.745	0.505,0.526	0.193
36578	"ENSG00000152061.17"	"RABGAP1L"	chr1	+	174927027	174927310	174926593	174926686	174938413	174938524	36578	97,197	15,13	82,59	32,19	197	99	1.40132249439e-05	0.00355743231732	0.765,0.884	0.563,0.609	0.239
41094	"ENSG00000126261.8"	"UBA2"	chr19	+	34920997	34921091	34919256	34919475	34921480	34921564	41094	68,23	321,388	72,55	240,210	192	99	1.41937967383e-05	0.00358089214855	0.098,0.03	0.134,0.119	-0.063
24372	"ENSG00000130066.12"	"SAT1"	chrX	+	23802410	23802520	23801916	23802000	23803444	23803546	24372	40,34	156,160	35,29	419,262	197	99	1.45693934334e-05	0.00365296063258	0.114,0.096	0.04,0.053	0.059
13449	"ENSG00000095787.17"	"WAC"	chr10	+	28900183	28900410	28899627	28899750	28900702	28900851	13449	29,13	625,669	48,25	489,370	197	99	1.59401236408e-05	0.00397212234382	0.023,0.01	0.047,0.033	-0.024
66518	"ENSG00000136536.10"	"MARCH7"	chr2	+	160621086	160621185	160619390	160619504	160623794	160627538	66518	84,98	0,0	59,76	9,8	197	99	1.62311866744e-05	0.00401998988013	1.0,1.0	0.767,0.827	0.203
40290	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387512	86387593	86387046	86387210	86387671	86387750	40290	1486,3186	7,10	2575,2276	36,28	179	99	1.70677506578e-05	0.00420156300738	0.992,0.994	0.975,0.978	0.017
68892	"ENSG00000184432.5"	"COPB2"	chr3	-	139103845	139104042	139102139	139102277	139108389	139108512	68892	36,31	184,254	75,53	204,156	197	99	1.72836032541e-05	0.00422906865648	0.09,0.058	0.156,0.146	-0.077
59216	"ENSG00000243147.3"	"MRPL33"	chr2	+	27995540	27995559	27994583	27994666	28002299	28002601	59216	646,820	10,0	488,395	15,14	117	99	1.79225535524e-05	0.00435915137839	0.982,1.0	0.965,0.96	0.029
28385	"ENSG00000138668.14"	"HNRNPD"	chr4	-	83292680	83292737	83280623	83280792	83294598	83295139	28385	2849,2342	453,580	1503,1428	558,440	155	99	1.97313928891e-05	0.00477053402601	0.801,0.721	0.632,0.675	0.108
6671	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76442200	76442244	76440683	76441498	76442979	76443030	6671	109,0	11,7	336,439	0,0	142	99	2.03367711685e-05	0.00488780456404	0.874,0.0	1.0,1.0	-0.563
63468	"ENSG00000183527.7"	"PSMG1"	chr21	-	40551849	40551897	40550374	40550573	40552210	40552362	63468	402,395	100,54	279,234	122,88	146	99	2.07092249727e-05	0.00492948284943	0.732,0.832	0.608,0.643	0.157
69825	"ENSG00000103121.4"	"CMC2"	chr16	-	81015410	81015482	81009697	81010076	81030918	81032554	69825	406,501	14,11	316,280	30,21	170	99	2.07529067717e-05	0.00492948284943	0.944,0.964	0.86,0.886	0.081
14262	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56552467	56552495	56553370	56553489	14262	122,128	6820,5812	2,1	2002,2013	117	99	2.09555892151e-05	0.00494868676011	0.015,0.018	0.001,0.0	0.016
69671	"ENSG00000138778.7"	"CENPE"	chr4	-	104084635	104084710	104084293	104084413	104095892	104096060	69671	28,42	11,5	18,16	30,23	173	99	2.13837042639e-05	0.00502059710862	0.593,0.828	0.256,0.285	0.44
55458	"ENSG00000115310.13"	"RTN4"	chr2	-	55201830	55201900	55200648	55200757	55209650	55209789	55458	372,203	10,0	601,488	51,27	168	99	2.16541403695e-05	0.00505487283637	0.956,1.0	0.874,0.914	0.084
18857	"ENSG00000117143.9"	"UAP1"	chr1	+	162562524	162562572	162560112	162560301	162567581	162567648	18857	41,52	306,141	35,20	354,318	146	99	2.31814162847e-05	0.0053804729523	0.083,0.2	0.063,0.041	0.09
44442	"ENSG00000144674.12"	"GOLGA4"	chr3	+	37402733	37402796	37396591	37396678	37407570	37408242	44442	23,49	29,94	15,11	87,58	161	99	2.5640826775e-05	0.00591749489743	0.328,0.243	0.096,0.104	0.185
55679	"ENSG00000112118.13"	"MCM3"	chr6	-	52130032	52130183	52129418	52129584	52130872	52130942	55679	172,31	184,338	226,155	158,131	197	99	2.74098139169e-05	0.00629001029196	0.32,0.044	0.418,0.373	-0.213
43356	"ENSG00000197701.7"	"ZNF595"	chr4	+	53788	53995	53178	53385	59322	59449	43356	22,47	1488,295	14,10	813,800	197	99	2.97499636353e-05	0.00678867428617	0.007,0.074	0.009,0.006	0.033
21424	"ENSG00000163029.11"	"SMC6"	chr2	-	17863309	17863366	17860125	17860231	17864904	17865030	21424	12,13	12,230	0,0	60,121	155	99	3.04784782048e-05	0.00691606049007	0.39,0.035	0.0,0.0	0.213
59575	"ENSG00000131375.5"	"CAPN7"	chr3	+	15282959	15283095	15282260	15282360	15283684	15283760	59575	79,121	25,10	40,29	36,24	197	99	3.08422237018e-05	0.006959719124	0.614,0.859	0.358,0.378	0.368
35709	"ENSG00000147274.10"	"RBMX"	chrX	-	135955404	135955563	135954426	135954504	135957244	135957327	35709	71,78	35,16	34,42	51,49	197	99	3.13380683514e-05	0.00703253955965	0.505,0.71	0.251,0.301	0.331
14760	"ENSG00000156875.9"	"HIAT1"	chr1	+	100508628	100508722	100503652	100503872	100515464	100515560	14760	22,21	66,35	1,1	29,34	192	99	3.58489407112e-05	0.00800061688905	0.147,0.236	0.017,0.015	0.175
8488	"ENSG00000111666.6"	"CHPT1"	chr12	+	102108281	102108423	102107867	102108015	102110505	102110590	8488	78,699	8,14	297,336	0,0	197	99	3.67809908526e-05	0.00816377205711	0.831,0.962	1.0,1.0	-0.104
49201	"ENSG00000132716.14"	"DCAF8"	chr1	-	160194851	160194909	160194231	160194339	160195380	160195453	49201	324,335	44,11	261,201	64,36	156	99	3.78310885579e-05	0.00835121279916	0.824,0.951	0.721,0.78	0.137
9845	"ENSG00000054118.9"	"THRAP3"	chr1	+	36691012	36691064	36690033	36690106	36724982	36725085	9845	13,25	60,79	6,4	92,78	150	99	3.87017059738e-05	0.00849722104456	0.125,0.173	0.041,0.033	0.112
35873	"ENSG00000198856.8"	"OSTC"	chr4	+	109578605	109578803	109576719	109576813	109588402	109588976	35873	1065,432	6,19	1340,1057	4,4	197	99	4.23043255152e-05	0.00923826394503	0.989,0.92	0.994,0.993	-0.039
11677	"ENSG00000138385.11"	"SSB"	chr2	+	170661983	170662087	170657461	170657536	170662174	170662349	11677	3096,1854	5,59	1987,1659	8,6	197	99	4.33840244296e-05	0.00942338130632	0.997,0.94	0.992,0.993	-0.024
34136	"ENSG00000119139.12"	"TJP2"	chr9	+	71865950	71866280	71862927	71863140	71867730	71867816	34136	230,176	9,19	127,67	30,14	197	99	5.13760373361e-05	0.0110999568325	0.928,0.823	0.68,0.706	0.182
39827	"ENSG00000160201.7"	"U2AF1"	chr21	-	44520562	44520629	44515803	44515853	44521475	44521542	39827	2023,1971	641,110	1162,1073	589,466	165	99	5.2158112956e-05	0.0112093028151	0.654,0.915	0.542,0.58	0.224
21828	"ENSG00000196670.9"	"ZFP62"	chr5	-	180278987	180279060	180274614	180278493	180288218	180288276	21828	12,11	1,2	5,3	10,9	171	99	5.60234594439e-05	0.0119766361879	0.874,0.761	0.224,0.162	0.625
18296	"ENSG00000130830.10"	"MPP1"	chrX	-	154018228	154018297	154014478	154014675	154033546	154033760	18296	999,631	45,0	781,559	47,37	167	99	5.63476816942e-05	0.0119828802882	0.929,1.0	0.908,0.9	0.06
28505	"ENSG00000182718.12"	"ANXA2"	chr15	-	60688349	60688626	60678226	60678285	60689456	60689537	28505	5,0	96,46	15,11	62,46	197	99	5.85716615493e-05	0.012390957025	0.026,0.0	0.108,0.107	-0.095
63036	"ENSG00000204628.7"	"GNB2L1"	chr5	-	180666111	180666177	180665169	180665239	180666486	180666582	63036	175,569	4,41	458,682	8,13	164	99	5.88850491606e-05	0.0123927094653	0.964,0.893	0.972,0.969	-0.042
70142	"ENSG00000198561.8"	"CTNND1"	chr11	+	57558965	57559145	57529268	57529518	57561481	57561553	70142	79,79	68,96	50,31	117,74	197	99	6.61601629336e-05	0.0138520283404	0.369,0.293	0.177,0.174	0.155
61103	"ENSG00000133706.13"	"LARS"	chr5	-	145522418	145522647	145519766	145519824	145522974	145523113	61103	111,0	15,10	117,98	0,0	197	99	6.65026647002e-05	0.0138523345374	0.788,0.0	1.0,1.0	-0.606
34270	"ENSG00000137492.3"	"PRKRIR"	chr11	-	76075381	76075476	76071999	76072107	76076895	76077016	34270	161,117	192,125	101,79	217,168	193	99	6.71210372554e-05	0.0138940918473	0.301,0.324	0.193,0.194	0.119
55256	"ENSG00000235335.2"	"AC016723.4"	chr2	-	168792551	168792622	168757241	168757292	168795752	168795807	55256	22,0	24,54	34,34	18,17	169	99	6.73872690411e-05	0.0138940918473	0.349,0.0	0.525,0.54	-0.358
67049	"ENSG00000165629.15"	"ATP5C1"	chr10	+	7838083	7838118	7830146	7830226	7839009	7839141	67049	1992,1568	20,8	1200,996	30,18	133	99	7.07045651372e-05	0.0145044344785	0.987,0.993	0.968,0.976	0.018
42840	"ENSG00000142396.6"	"ERVK3-1"	chr19	+	58823531	58823769	58817453	58817582	58826113	58826147	42840	316,408	12,8	213,185	23,13	197	99	7.97289104775e-05	0.0162696021231	0.93,0.962	0.823,0.877	0.096
45969	"ENSG00000126456.11"	"IRF3"	chr19	-	50167930	50168123	50166599	50166771	50168887	50168988	45969	10,5	19,27	6,6	0,1	197	99	8.01103063821e-05	0.0162696021231	0.209,0.085	1.0,0.751	-0.728
21994	"ENSG00000115524.11"	"SF3B1"	chr2	-	198263692	198263762	198263184	198263305	198264778	198264890	21994	38,71	633,322	24,14	429,345	168	99	8.24119949374e-05	0.0165902689195	0.034,0.115	0.032,0.023	0.047
28755	"ENSG00000152117.13"	"AC093838.4"	chr2	+	132277386	132277515	132277107	132277239	132277669	132277994	28755	27,15	30,30	57,27	20,13	197	99	8.2506138208e-05	0.0165902689195	0.311,0.201	0.589,0.511	-0.294
61674	"ENSG00000087111.16"	"PIGS"	chr17	-	26888439	26888542	26887066	26887209	26890448	26890540	61674	20,15	9,8	38,39	2,2	197	99	8.42683471355e-05	0.0168611414973	0.528,0.485	0.905,0.907	-0.4
35087	"ENSG00000080345.13"	"RIF1"	chr2	+	152325567	152325621	152325161	152325270	152326224	152326378	35087	0,32	12,111	2,1	68,68	152	99	9.13488690925e-05	0.018188276298	0.0,0.158	0.019,0.009	0.065
59925	"ENSG00000135655.9"	"USP15"	chr12	+	62743001	62743088	62719652	62719714	62749111	62749256	59925	277,507	45,34	253,201	62,51	185	99	9.19135113684e-05	0.0182114292915	0.767,0.889	0.686,0.678	0.146
40287	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387512	86387586	86387141	86387210	86387671	86387750	40287	407,773	7,10	767,672	36,28	172	99	9.44041595656e-05	0.0185318516132	0.971,0.978	0.925,0.932	0.046
58140	"ENSG00000127483.13"	"HP1BP3"	chr1	-	21106842	21106981	21106304	21106404	21113687	21113805	58140	36,33	9,5	6,8	8,11	197	99	9.44431848918e-05	0.0185318516132	0.668,0.768	0.274,0.268	0.447
32730	"ENSG00000135624.11"	"CCT7"	chr2	+	73476118	73476307	73474889	73475054	73476946	73476972	32730	572,3650	0,47	1504,1837	1,1	197	99	9.64599000519e-05	0.0188365779823	1.0,0.975	0.999,0.999	-0.011
28180	"ENSG00000234608.3"	"MAPKAPK5-AS1"	chr12	-	112279130	112279202	112278136	112278281	112279487	112279514	28180	18,15	42,39	10,14	5,7	170	99	9.73037344498e-05	0.018910445387	0.2,0.183	0.538,0.538	-0.347
66742	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11142744	11142935	11141138	11141295	11147504	11147648	66742	334,439	2,0	264,208	11,4	197	99	9.83241508796e-05	0.0190177636211	0.988,1.0	0.923,0.963	0.051
34018	"ENSG00000119231.6"	"SENP5"	chr3	+	196654666	196654750	196630403	196630481	196656503	196656554	34018	41,60	1,0	26,19	8,4	182	99	9.88770784599e-05	0.0190340719094	0.957,1.0	0.639,0.721	0.298
1626	"ENSG00000135316.13"	"SYNCRIP"	chr6	-	86346960	86347074	86346684	86346861	86349938	86350046	1626	1450,868	7,69	869,833	8,7	197	99	0.000100707415843	0.0192949708335	0.99,0.863	0.982,0.984	-0.056
20987	"ENSG00000130935.5"	"NOL11"	chr17	+	65733186	65733261	65732781	65732870	65733623	65733808	20987	530,831	0,3	396,349	10,6	173	99	0.000101763841644	0.0194058390605	1.0,0.994	0.958,0.971	0.033
11599	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48826579	48826705	48823902	48824063	48827861	48828208	11599	264,99	1302,1578	206,162	1044,790	197	99	0.000104166865858	0.0197353527889	0.092,0.031	0.09,0.093	-0.03
41539	"ENSG00000063046.13"	"EIF4B"	chr12	+	53421565	53421703	53416276	53416411	53421798	53421972	41539	1624,2508	48,198	2679,1998	76,59	197	99	0.00010446355925	0.0197353527889	0.944,0.864	0.947,0.945	-0.042
41638	"ENSG00000167110.12"	"GOLGA2"	chr9	-	131029472	131029553	131028565	131028604	131029736	131029796	41638	362,939	63,90	676,488	162,116	179	99	0.000109486239469	0.0205884818276	0.761,0.852	0.698,0.699	0.108
37427	"ENSG00000126226.17"	"PCID2"	chr13	-	113838100	113838342	113835442	113835544	113838659	113838801	37427	3,0	73,83	8,5	34,33	197	99	0.000113967834867	0.0212346124616	0.02,0.0	0.106,0.071	-0.079
40292	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387512	86387750	86387141	86387210	86387853	86388440	40292	1423,2889	0,3	2531,2227	27,21	197	99	0.000113596472625	0.0212346124616	1.0,0.998	0.979,0.982	0.019
39816	"ENSG00000160201.7"	"U2AF1"	chr21	-	44521475	44521542	44520562	44520629	44524424	44524512	39816	339,269	827,668	365,301	538,484	165	99	0.000116494327357	0.0216003713513	0.197,0.195	0.289,0.272	-0.084
69700	"ENSG00000151632.12"	"AKR1C2"	chr10	-	5041391	5041469	5040816	5040939	5042741	5042858	69700	57,52	4,0	60,45	17,12	176	99	0.000116994477751	0.0216003713513	0.889,1.0	0.665,0.678	0.273
22134	"ENSG00000171103.6"	"TRMT61B"	chr2	-	29087882	29087985	29075273	29075365	29092444	29093167	22134	6,7	14,8	11,11	1,1	197	99	0.000117852159394	0.0216602670148	0.177,0.305	0.847,0.847	-0.606
39967	"ENSG00000221983.3"	"UBA52"	chr19	+	18683160	18683417	18682664	18682697	18684102	18684213	39967	72,0	2159,956	89,60	1925,1505	197	99	0.000119819998192	0.0219227418314	0.016,0.0	0.023,0.02	-0.013
66012	"ENSG00000029363.11"	"BCLAF1"	chr6	-	136590278	136590441	136589299	136589477	136590574	136590750	66012	74,13	106,225	83,55	94,75	197	99	0.000122591052154	0.0223291630331	0.26,0.028	0.307,0.269	-0.144
58912	"ENSG00000139146.9"	"FAM60A"	chr12	-	31457915	31458057	31451010	31451158	31478957	31479070	58912	171,97	121,93	78,63	133,94	197	99	0.000124234895823	0.0225275580292	0.415,0.344	0.228,0.252	0.139
21991	"ENSG00000115524.11"	"SF3B1"	chr2	-	198283619	198283675	198283232	198283312	198285151	198285266	21991	11,21	291,275	4,3	312,284	154	99	0.00012521580498	0.0226045136297	0.024,0.047	0.008,0.007	0.028
